hotel.name,rt.ovarll,rev.title,rev,Word count 
MBS,3,“nice to try once. but probably not twice.”,"I just had to try this iconic hotel of Singapore during our very short visit to the country.We stayed only one night here, and it was enough to experience what the hotel had to offer for my personal taste/ needs.My main attraction for the hotel was the infinity pool at the top. The view from it was very nice, and I liked the fact that the pool was only 5 feet deep since I'm not a good swimmer. So, it gave me the opportunity to enjoy the view without struggling to keep me afloat in the deep end.However, as the hotel is very large, the pool can become very crowded, so visit it early morning, when it was less crowded.Me and my husband stayed at a club room with a city view. So we checked in at the VIP lounge, located separate from the main lobby/check in area. Even at the VIP check in lounge, the queue was long and we had to wait about 20-25 min STANDING to check in. The hotel provided free water, but it would have helped to have a more spacious area with more seats if we need to wait that long to check in. Our room on the otherhand was HUGE!! Which is nice, specially in a small country like Singapore. But at the same time, it were too large to the extent that it felt too empty at the same time. The view was nice and the rooms came with free internet, which are definitely plus points.But, it didn't captivate me enough to feel the luxury we spent our money in. The placement of the coffee maker and the glassware + coffee/tea products, didn't make good sense too. The cofee maker along with mugs were in the closet with empty drawers, while the rest of the glassware along with cofee & tea were in the living room drawers under the TV table, which I didn't expect to find. Also, to my despair, the expresso maker when I orignally found it (without locating the coffee/ expresso cups), was not cleaned and had a pre-used cup in it.The bathroom was also huge, with separate shower and toilet rooms. It had a free standing deep soaking tub which I liked. However, the toilet room upon first arriving, although appeared clean, had a very unpleasant smell to it!! That ruined my entire mood & trust for the quality of the entire bathroom from the begining. The housekeeping staff attended to it as soon as I complained, but.. it quite didn't get me back my trust for the quality of the room.The Club located at the top of the hotel, was also very crowded. The staff tried to accomodate their guests as quickly as they could. But again, you will need to wait in line to get in. And due to the rush, although no one asked us to leave early, it didn't feel fair/ comfortable to take too long to enjoy your meal and the beautiful view that surrounds you as much as you would have liked.The gym on the other hand, was surprisingly not as crowded. The view again was very nice, with modern, wide array of quality equipment. The staff there was excellent & friendly, from welcoming and guiding you through the locker room, until bidding you goodbye when you leave.The complimentary shuttle service to and from the airport is fantastic and helpful. And their free luggage storage service before and after check-in, is also very helpful.But overall, though the experience was nice, it didn't captivate us enough to want to come back again. The hotel is too large to the point that you can get frustrated finding your way through it. We spent more than 15- 20 mins trying to find our way to the Gardens by the Bay, which was located just next to the hotel. Due to the complicated entrances and exists, we ended up going in circles for so long, until we finally found the correct exit to get to the Gardens. By that time, we had lost most of our energy and enthusiasm to explore the garden. Overall, MBS has a lots to offer for a wide range of customers, not just their guests. This can make it appealing to certain clients, but the same can drive away others. The hotel is more like a city on its own rather than a luxury hotel which can provide a personal luxury experience to its guests. For us, that personal luxury touch is what we look for, for the kind of money we pay.",176
MBS,3,“One word... overrated”,"Despite whatever star ranking this hotel 'officially' has, the Marina Bay Sands is in reality just a 3 star hotel with 4 star views and a novelty pool. The rooms are not bad, but very standard for a 3 star hotel other than having a nice view of muggy and dirty-watered Singapore. The Pool on the roof is a nice novelty but it is overcrowded, unheated and full of screaming kids (who still end up in the 'no kids' pools and baths). There's an annoying photographer and the food they bring you out on deck looks nice, but tastes very average for the money you pay. Check-in and check-out is far too busy, sometimes you have to wait for the next lift due to overcrowding and everything is far too expensive. The location is pretty good, but there are MUCH better hotels to stay at with nicer rooms, better views, better facilities, MUCH better service and cheaper! You're better off staying somewhere a bit nicer (and cheaper) and just buying a roof pass for the novelty.",318
MBS,3,“Beautiful hotel especially the Sky Park - but lost my engagement ring in the room.”,"We stayed in Marina Bay Sands early Feb for 4 nights. We found that the hotel was extremely crowded, but possibly it was due to the chinese new year season. There are many shops (mainly branded goods) and food downstairs. The MRT station is also downstairs. The room was nice, spacious, clean and had a beautiful view of Garden by the bay. We travelled with a 5 years old and a baby and we were comfortable.Having said that - the room that we stayed in (#3267) had a really loud gushing of water sound every morning at around 7.45 am for about 5 minutes or so. It didn't disturb our sleep as we were all awake early, but it would definitely annoy a lot of people, as it was really loud. Secondly, I lost my engagement ring in the room. I had put them on the table before bed and forgot to put them back on in the morning. We went up to the pool and then realised that I didn't have my ring on. We quickly went back about 2.5 hours later, the room had been cleaned and the ring was missing. Looking back I should have insisted to meet the person who cleaned our room, instead of just calling up house keeping. They kept telling me they found nothing in Lost and Found, but why would they? The ring wasn't lost, it was sitting on the table. But of course it was my words, against theirs (if you know what I mean). As you can imagine, I was upset and flustered and after looking around everywhere in the room and calling house keeping numerous times, we decided to leave it, as we didn't want it to further ruin our holiday!we took the complimentary bus to the airport, which was nice.so overall, it would have been a good stay if I didn't lose my precious ring. ;(",50
MBS,2,“Amazing pool - everything else pretty ordinary”,"Apart from the pool (which is incredible), everything else is sub-standard. I would suggest only spending one night here max - enjoy the pool then go somewhere else to truly relax. The service is really bad, the location is out of the way, and value for money is very poor.",362
MBS,1,“Adding Insult to Injury at Marina Bay Sands”,"A follow-up to a previous review of the problems encountered at this hotel. I wrote a review on Feb 18th about the terrible service etc.. that we received at the Marina Bay Sands hotel. The management posted a note that they were following up, and I provided all of the relevant details as requested immediately. However, since then, Heard Nothing!!! Just like the hotel, all flash, no substance, no customer service what-so-ever. They respond as though they are following up, but do nothing. So my review now - 1 Star for the hotel... only because I can't give it the NO STARS that it deserves. Sky Park is good - that should rate a 4!Original Review:We stayed for 2 nights at the MBS at the end of a week-long Singapore trip. The only way to see/swim in the pool is to be a guest at the hotel. I had booked a quite expensive Premium City View room in Tower 1-2, only to be told upon check-in that none of those rooms were available and they had to put us in a garden view room in Tower 3. Check-in took over 40 minutes and then once we got to our rooms (a very long walk through the 3 towers) our rooms keys didn't work. We got that sorted out and then after arriving back to our room at 10:00 at night, we realized that they hadn't made up the sofa bed for our daughter, and upon calling were told it would be a 20-30 minute wait for someone to come and bring bedding for the sofa. I complained and asked for my message to be given to the manager....no response from the management or any indication that the staff ever forwarded my message. Overall, given that the room was over US$550 per night, the level of customer service was shocking... Additionally, there were problems with the elevators being broken, we had to take the service lift to get to our room after a very long wait at the elevator banks. As for the area, it is out of the way and a schlep to get anywhere else in the city from this location.",173
MBS,2,“The View is fantastic - but that is it...”,"After staying in Singapore many times at different 5 star hotels - Marina Bay Sands definitely is not in the same class as the others. I had been informed from other friends who had stayed here that they had one of the worst check in's - this is so so true - for a so called 5 star hotel with 2331 rooms to have a check in desk in the main walk way on the ground floor with 4 check in staff... so after a 30 minute wait and being knocked into by all the sightseeing people and shoppers we finished the check in.The room was clean, good facilities but nothing more than on par with a holiday inn except the cost. The hotel as a whole has no personalty compared to other options in Singapore - so if you are not bothered about going for a swim in a cold pool on the roof of a hotel then i would recommended looking at the Shangri-La as this is a 5 star hotel.",390
MBS,3,“Poor service but a must go for the view”,The wait for service is so long they need to increase reception to cater the amount of guest they have but the receptionist were helpful but concierge doesn't really help you much for small things such as changing key cards. the room was nice with the toilet and shower seperate with a bathtub as well and twin washing basins. loved the view i got since i asked the receptionist for a nice view which she kindly got arranged for me. There's also a mini lounge in our bed room. Now for the great parrt the pool ! It was a a very nice view love it i would probably go at the time i went at 6:20 ish in the morning. Theres no crowd and you get the best of two worlds the night view and the dayview - gorgeous and you can swim which ever section you want cause no one is there to make you feel embarassed about taking photos and all but then again everyone is taking photos when at the pool and there's lifesavers there early in the morning already but its really cold but worth it singapore is pretty humid. There is part two and that would be the spa/jacuzzi opposite of the pool and its warm and bubbling a way with a push of a button the end of the jacuzzi it was so relaxing after the cold pool swim and you enjoy a different view - the harbour view in comparison to the city view. There is a cool kids lounge that parents can sit and enjoy but definite recommend to bring your swimmers for the experience cause mum regretted for not going for a swim in the morning with me . Shopping is pretty price but I got lost so easily to find the store but must experience it with the water show there as well. Also had room service but it was part of the experience. the food was overprice but the serving is big and staff were very polite and addresses you by Hello Ms. *** how can i help you?. But try to travel light or go there to be your first hotel cause the staff doesnt open the car door for you or open the door and luggage delivery will be delay so diy would be more efficient.,514
MBS,1,“aware of ur deposit! Lousy hotel indead! staffs with no reliable responsibilities and full of lies inside.”,"i had visited to marina baysands hotel on december 2012 to celebrate christmas with my fiance for 1night 2days staying in hotel this is the very very worst experience that i ever had with this famous worldwide hotel as people said. upon arrival, i had deposited certain amount of money as i had to use my debit card instead of credit card. the frontdesk counter staff told me that usually the deposit would return to me with 2 weeks of working days. as they were telling as if it's trustworthy.when i checked out from the hotel in next day, i double confirmed with the check-out counter staff again regarding this deposit. i was given the exact information. i had waited until 2013 january had passed, there were no emails or no paper letter received. i made multiple phone calls to the marina bay sands information counter to talk to the person in-charge of deposit issue. the phone line was transferred to the front desk (so-called in charge of deposit) everytime i made calls. they had put me on-hold for more than 20mins to let me talk to the in-charge. with understanding of peak hours, i had specially requested with the information counter to call me back as soon as possible once the person in charge was able to settle this issue with me. i had waited half of the working day, i did not receive any message or phone call from them. i just wondered how this staff was passing the information to her collegue when the customer requested or did the staff not care about the customer's request? next day, i had made phone call again, another staff told me that she had already sent urgent message to the bank to transfer my deposit as soon as possible and i was told to check again my account in next day evening. she promised me that she will make sure the bank transfer to me by next day which i did not receive as she said so. i was kind of full with disappointments and anger with this hotel services and wondered how they control their financial related issue. did financial manager pass their accounting exams, are they noticing customers'rights, are they aware of those policies about financial, are they competent enough to run this hotel while they couldn't able to settle even small financial matter? and why did all the staffs keep lying to the customer while they are not doing anything i had raised to settle, behind their fake smiles at the front desk and inside of the hotel, are they cheating the money? it may be a small amount of money, i do understand that i have my right to know whether they are returning or not returning deposit. even if they are not returning, i should know what the reasons are. i will never ever visit again to marina bay sands hotel again to such big hotel with bad image and strongly suggest the rest of travellers not to believe what the staffs say as all are full of lies.",332
MBS,3,“Too crowded to really unwind”,"Stayed for a night as part of our honeymoon repertoire. We heard so much about this hotel so wanted to try it. Expensive but you would expect that. First impression, like many other travelers, that the hotel was huge and the crowd, hotel guests + visitors, made the lobby look like an airport departure hall. Check-in took longer that we would have liked. Once we got the access cards it was a nightmare getting them to work, the elevators had the speed of a rocket, but only if you manage to get them to read the bloody card. The rooms were alright, massive bed, and our room was facing the Gardens by the Bay which was quite nice. That night we went up to the Infinity Pool and again were turned off by the crowd and the partying. The Sky Decks were something to behold but the awe lasted no longer than half an hour. For its price the room doesn't come with free breakfast, unless you get a Club Room. Went up to the Infinity Pool the next morning and it was less crowded. Pool was not heated and it was cold but who goes to MBS and doesn't try out the pool? The bakery down at the lobby in Tower 3 had excellent pastries at affordable prices with great coffee. What I liked most about the hotel was its vicinity to the Shoppes, a great shopping destination for me because it had many specialty shops, not just high-fashion. Overall, MBS was so-so for me and I think my biggest problem with it was its sheer size. It lacks the warm hospitality, and that sense of belonging you sometimes get with superior hotels...it's a hit and miss most of the time isn't it?If you just want to test your fear of heights, just get a day tour to the Sky Deck at 20 dollars per head. No need to stay here. Unless you're dying to try out the pool of course.",111
MBS,1,“Avoid this place”,"There is a good view from the roof - but you can see it without staying in this dreadful property. I can think of no reason to stay in this hotel unless you want to use the casino.Check in utter chaos. You would think you were at the Chinese National Peoples Congress. Very noisy, very unpleasant.The electrics in the rooms are all messed up. Expect your curtains to open and close at random during the night. There is a balcony but no furniture to sit on it - probably because they don't want guests to see the jumpers who have lost it all on the tables.Many, many better options in Singapore.",390
MBS,3,"“Once, but not again”","You have to, don't you? That huge infinity pool on the roof, the amazing building, the vast choice of restaurants, and it all so cheap by European standards.We visited at Chinese New Year 2013, when the hotel was at its busiest; perhaps when it is quieter it is a different place.The room was great, the view fabulous, the bathroom all you would expect of a five star hotel. We then visited the pool. Entrance was a beaurocratic nightmare, we got wrist bands - are they really necessary? The pool was hopelessly busy, hardly any spare loungers. The pool itself was for me too cold and so busy it was impossible to swim. But then again, it would be, wouldn't it? The pool is relatively small and it's a huge hotel - the pool simply isn't big enough to cope during very busy periods and it seems that the management make no attempt to moderate the flow. We fled during a rain squall. And then to the lobby, for a delicious snack at the Deli. We had a fabulous sandwich and cake, but it was hard to find a seat, as it would be, given that there were only a dozen or so in the entire venue. I dined alone, as my husband was sleeping off the journey. I had a fifteen minute hike to find the natural burger restaurant Fraze, which I'd rate as only marginally better than McDonald's. The views en route were entertaining, fabulous jewellers outside the casino, the hotel organisation seems determined to keep your money one way or another. But I found the whole thing too big, too many shops, not enough organisation. The printed guides are route planners, it could all be so much better, but you have to remember you are in the midst of a vast money making machine.We found check in quick and efficient and express check out takes seconds. We breakfasted at the main restaurant - a vast choice of well cooked food, but maybe Cut on 57 is a better venue - it is a similar price.And then to the airport and the plane back home. My husband began to scratch on the bus back. He swears there were bedbugs. I cannot comment one way or another. But on my next trip, I shall probably stay at the Shangri La.",331
MBS,2,“Pool and Sky Park-AWESOME. Hotel - Not so much”,"We stayed for 2 nights at the MBS at the end of a week-long Singapore trip. The only way to see/swim in the pool is to be a guest at the hotel. I had booked a quite expensive Premium City View room in Tower 1-2, only to be told upon check-in that none of those rooms were available and they had to put us in a garden view room in Tower 3. Check-in took over 40 minutes and then once we got to our rooms (a very long walk through the 3 towers) our rooms keys didn't work. We got that sorted out and then after arriving back to our room at 10:00 at night, we realized that they hadn't made up the sofa bed for our daughter, and upon calling were told it would be a 20-30 minute wait for someone to come and bring bedding for the sofa. I complained and asked for my message to be given to the manager....no response from the management or any indication that the staff ever forwarded my message. Overall, given that the room was over US$550 per night, the level of customer service was shocking... Additionally, there were problems with the elevators being broken, we had to take the service lift to get to our room after a very long wait at the elevator banks. As for the area, it is out of the way and a schlep to get anywhere else in the city from this location. My overall opinion, book a cheap room (as they are going to put you in a cheap room anyway, from what I've seen in the other reviews) and just go for 1 night and use the pool/skypark for the entire day, then switch to a much more area/customer service hotel for the rest of your stay. We were at the Fairmont for most of the week and while the rooms were a bit dated, they were very clean and the customer service was amazing!!!",81
MBS,2,“Don't bother”,"Yes the roof is nice to visit and the view is great but really there are many better hotels in Singapore. And if you do visit the roof try to not to go to the bar at night - very cheesy and full of girls throwing up when we were there.Service is generally bad - slow check in and check out, unhelpful staff at the roof restaurants/bars. The rooms are basic and the fit-out feels very cheap and tacky.One to avoid.",530
MBS,2,“What a let-down”,"We had been looking forward to staying here to take the edge off returning home after a long European holiday, nothing like blowing some serious cash on 3 nights in a swanky hotel to break up a long flight home. And we're talking serious cash, over $600 a night which is normally enough to guarantee a wonderful stay, enough to make it worthwhile not blowing all your money on business class flights.But first the good bits. The pool is as impressive as it looks, taking in sweeping views of the city and lovely for a dip on a hot Singapore day; and the presence of a child free section was a well appreciated touch. In addition the service of the staff was also exemplary, nothing to fault here.The first thing we noticed was the video they play on the bus from Changi airport. Grainy and rolling on the screen, this was the worst VHS you ever rented and then some. Not terminal, but a bit off for a 5 star that should be taking pride in all aspects of their brand. On arrival we easily found the \VIP\"" check in room and checked into our club room without incident.The room was huge, with amazing views and all the normal 5 star amenities but it wasn't long before we started noticing that things were not quite right in this barely 3 year old property. In a nutshell the place is falling apart, being seriously let down by their housekeeping and maintenance teams. Dodgy wallpaper patching, rusty taps, mould, peeling skirting, lots of little things (see attached photos) that just made the whole place feel a little bit crap (not the word we actually used) especially given the premium price point. I dread to think how bad they'd let things get in the back of house.Having stayed in club rooms at other properties we were expecting the Club Lounge to be the usual oasis of attentive service with lots of food and drink to boot. What we found was a 20 metre queue of wearied looking guests, waiting for their brief session in the food and watering factory. We ventured out for lunch...Everything about this place is mass produced, from the tacky wrist band you're required to wear all day to access the pool, to the epic queues at reception, this is mass tourism at its worst. After 24 hours of disappointment and feeling ripped off at every turn, we checked ourselves out early and head over the bridge to the Ritz Carlton. This was more like it, and we saved ourselves a few hundred for our troubles.This place trades on its pool, and punters so blinded by it that they don't see that they're forking out 6 star rates for a solidly 3 star property. Good for them, but those looking for that occasional forbidden treat that is a true 6 star experience would do better to have a quick look at the pool and then head elsewhere.Our Ritz room had a magnificent view of Marina Bay Sands, an impressive structure in anyone's book. It was also without doubt the best way to take in the place, from a discreet distance.""",76
MBS,3,“en masse luxury ...”,"Another new icon in Singapore. Amazingly designed luxury hotel with a stunning rooftop infinity pool overlooking the city's CBD area. As the country's attraction, it draws many visitors to the premise. Too many visitors in fact, especially if you're a guest wanting to enjoy the hotel's pleasures without fighting with the crowd. The rooms are spacious. Stunning city and sea views. A selection of in-house fine dining restaurants.The new 'Gardens by the Bay' is next door.",137
MBS,3,“Marina...Bay...Sands”,"I rate it average because its a 5 star hotel with terrible check in check out... total caos there(which i hope its changed as we were there just few months after it opened officially and not to forget the leaking air condition for which we had to ask for a room change), apart from that liked pretty much everything about it....huge bedrooms with huge bathrooms,lovely pool with great view and the room that we were assigned was something our kids enjoyed as they could watch the light show that happens just outside in front of the bay for which we were asked to pay extra over and above the already expensive rates during check in.But all in all not bad.PS: my date of travel has been put as march 2012 as there was not options before that!",886
MBS,1,“amazing building but the worst service ever. will not return to this property again.”,"Two premium rooms were booked but due to overbooking, deluxe rooms were given instead even though the rooms were already being paid with credit card. In fact, deluxe rooms were of a smaller size of the premium rooms. However, the Front Office Agent who checked us in claimed that they are of the exact same size, while the other FO agent claimed that only difference in between is the bathtub. Information was so confusing, then we asked for meeting the manager. The FO agent who checked us in claimed himself as a manager but actually he isn't. After more than half an hour of registration, things were so called settled yet unsatisfied.The FO agent claimed that both rooms were ready, however, when we arrived one of the rooms, the extra bed just came out from the back office. The key card for the other room was not working, so we called the Guest Service department to kindly send the correct key cards upstair. One lady brought her own master key and opened the door for us, and when asked about the correct key cards, we were told to call the Guest Service by ourselves because they could not handle this situation. (But actually before that the Guest Service said there will be somebody bringing you up the correct key). The bellman brought up the correct key card, and as we found that the in-room amenities were different from the other room even though we were paying the same prices, we asked for the amenities that were missing to be brought up. Again, the bellman was not empowered and told us to call the Guest Service by ourselves. Housekeeping department was quick in respond to guest requests. But regarding the communication between the Guest Service and the In-Room Dining department, it was disastrous. Several calls were made to the Guest Services department, various staff picked up the phone and said they will send some colleagues up to check against the room that had items being missed. Still, after half an hour until 11.30pm, there were no people responding the request and was being ignored. Until 11.40pm, after 40 mins the first call was being made, finally someone responded which was already too late. The reason for their mistake was because there was a room move before we checked in, and they did not check the room properly before giving to us, leading to a difference in amenities placement. Besides, one phone operator tried to explain why my situation was not being responded even though I had made several phone calls. The reason she gave me it's because their hotel is so big, the department is huge and they have so many staff, so that's why...During the last phone call made, I asked about the breakfast opening time. The phone operator named three restaurants with opening times (in Tower 1 and 2). The FO Agent who checked us in informed us that there are only two restaurants located in Tower 1 and 3 for breakfast. My family called also, and was being told that there are two restaurants located in Tower 1 and 2 with different opening times from all of the above. There is no communication in this hotel, and even within a department. It is hard to trust any of the staff here.The next day, of course, we talked to the front desk manager regarding the situation for the previous night. She then showed us the proper premium rooms before we decide to move in. It wasn't only one bath tub extra in difference between the deluxe rooms. The bed room of the premium room was a double size of the deluxe one. In the deluxe rooms, the extra bed is placed right next to the window, while in the premium rooms, after placing the extra bed, there is still a big and spacious living room next to it. What the FO Agent described was totally different from what we have seen, they were not giving proper information to the guests.I was asking the manager for the correct information regarding the restaurants location and opening times, the 4th version was given...Everything was fine after room moved, until the shuttle service to the airport. The bellman told us to stand inside the indoor waiting area before the shuttle bus is ready. Once we got in, a group of people were being seated, and they were blocking seats for their friends. They did not let others to take over the empty seats even though the scheduled time had been passed. The hotel could not do anything to ask them putting away the bags. At the end, we have to get out of the bus due to this group and the bus left with many empty seats which we could have got in together. Car shuttle was eventually being arranged. We understand it was not the hotel's fault but the hotel could have arrange shuttle bus service with reservation, or at least with a ticket control, in order to maximise the seats and reduce confusion.It was a horrible experience since the beginning. We thought it would turn better but it did not. Staff was inexperienced, was not able to tell the correct information to the guests; totally not empowered. Only supervisor/manager can bring a fair service to the guests.",245
MBS,3,“Marina Bay Sands - Mixed experience”,"We stayed at the Marina Bay Sands for one night on 18th December just to experience it and see if we would stay there in future. We did the booking at the last minute using 'Lastminute.com' as it was a late decision to stay one night.We are a family of 4 travelling so booked and paid online for a room with two double beds as indicated on the booking.When we checked in we were told that they actually did not have roomms with double beds or twin beds, and actually the rooms marked as such were only king size double. They just kept saying that a king single is what is meant by a double/twin bed. I explained that in many years of travelling we had never had this type of issue before, anyhow after about an hour of arguing they agreed to upgrade us to a room with one king bed and a double fold out sofa at no extra cost after more arguing.So basically I would not trust this hotel to honour bookings despite having it confirmed in writing on type of bed.The hotel has a great pool, cannot argue with this.However location is a little away from all other parts of Singapore except their own extensive, but expensive shopping complex. I figure it is good if all you want to do is gamble at casino, and lay around the pool.After being there once, would not bother to consider the hotel in future.",114
MBS,3,“Over rated”,"This landmark hotel is famous because of the rooftop infinity pool and has some of the best sky-top views of singapore. Being so heavily promoted in north asia, because of the casino , it seemed to be the busiest place in singapore for chinese new year, with prices to match. Some good deals can be had out of season, and the location became more attractive with new MRT station and gardens by the bay. Rooms are large but basic (and the a/c blows into the kids bed). Valet service caters well for locals wanting a night away but if you want real service and charm in singapore try others such as capella, shang, oriental.",710
MBS,3,“marina bay sands singapore”,"My wife and I booked into the Marina Bay Sands hotel from the 2/1/2013 to the 10/1/2013.It was our second trip to Singapore and looked forward to staying at this hotel being the newest and most impressive looking in Singapore up to now.First impressions were rather disappointing. The sheer chaos at the front of the hotel with cars, taxis and coaches coming and going was simply unbelievable. It reminded us of a busy railway station at the end of a working week. We’ve been to many 5 star hotels throughout Asia but never saw anything like this before. Once inside the hotel things did not improve. The pedestrian traffic was never ending and it felt as though we were walking along the chaos that is Orchard Road. Because we were booked in a suite there was a VIP booking-in area for guests which in itself left a lot to be desired. Small and noisy beyond belief it was really quite difficult to actually hear what was been said to us as the place was packed with people virtually rubbing shoulders with each other and all talking at the same time. A very disconcerting situation if one is used to more quieter situations when checking in. By comparison for example the Centara Grand at Bangkok and the Hyatt Regency in Hong Kong stood out as more civilised and sophisticated in their checking-in process. So far we were totally unimpressed but a pleasant surprise awaited us as the suite turned out to meet all of our expectations. It was big and spacious with excellent views of the harbour from one side and the Skypark from the bathroom. No complaints at all in this regard.Our package included breakfast which turned out to be daily let-down. The eating area whilst having spectacular view of the city skyline and the infinity pool etc. was small and cramped for a hotel of this size. The food was so-so. We’ve had much better elsewhere and absolutely no comparison for example to the breakfast feasts at the Hyatt Regency HK. The poor and limited selection of dishes was disappointing and the bacon strips were so hard that you could saw through a piece of wood with them. The wait for a table each morning was also really annoying and whilst waiting one morning we were told that we could go to the alternative breakfast restaurant at Sky on 57 as it was part of our breakfast package. We tried it once and ended up being charged $S89.45. Sky on 57 turned out to be as bad as the other breakfast area except that the air conditioning was so high that we nearly froze to death. We ate quickly and left in an effort to thaw out. I did raise the matter of the additional charge for breakfast with the hotel by email on my return home but no response was ever received. This is really unacceptable for this hotel as one would have expected from the client liaison manager a quick reply, an apology and a refund of money. No such luck. Guests beware what you are told as the advice may not match the reality.The casino in the hotel needs a special mention. 3 security checks and the production of a passport every time you want to go into the casino, or out for that matter, is ridiculous and frustrating. Once inside we were not impressed. Smoking is allowed in the casino and the sight of cigarettes and ash overflowing from the ashtrays meant that cleaning did not take place on a very regular basis leaving the inevitable stench of tobacco lingering around the poker machines making it very unhygienic and unpleasant. We have been to better casinos.Overall whilst people may bleat ad nauseam about how spectacular the view is from the top of the hotel one assumes that you cannot simply stare at a view for the duration of your holiday and whilst the hotel may have a few things going for it, such as for example, the connection to the Marian Bay shopping complex and the Skypark, there are too many negatives to take into account and it is not the hotel that we would ever go back to. We have been to better hotels.",255
MBS,3,“Not as exciting as you would expect”,"If you plan to make a trip to visit singapore and take the sights of the city then you should look for another hotel. If you plan to spend your time at the casino then this is the hotel for you. The hotel is right next to the MRT but expect to take 2 to 3 transfers to get to anywhere. The hotel has all the standards of a 5 star hotel. The view from the roof top and the pool is amazing but unless you spend all your time at the hotel there are better options.Check in waiting time was a bit long about 10 minutes in line., but I guess you can expect that from a huge hotel. The check in itself was fast. We check are bags in when we arrive at our taxi but it took close to an hour for the bags to get to our rooms again I think this is cause by not enough personal and too many travellers arriving at the designated checkin time.The room itself is nice and clean. The view is nice. The celebrity restaurants are quite good, breakfast is a bit pricey. There is a watershow every evening which we stumble upon it would have been nice if it was advertise. There is enough to shop, eat, see and do around the area, but if this is your first trip to Singapore you probably want to see the sights.Overall an average experience with the price you pay there are better hotels in the city.",691
MBS,1,“Terrible ever”,"Did not expect that MBS will be so terrific in providing the service. It was our last night of the trip and not able to express how dissapointing it was. Nightmare has started from the point of check in time where colleague was not willing to assist. May be, that was one of his bad days, which we understand can happen, however this should not have been refected on guests. Christopher ( colleague at the reception) has been unhelpful and you could notice the attitude in the face. In a robotic way kept repeating what he needed for the deposit and did not want to negotiate, even we had advised about it in a very clear way. At the end, room key has been given without providing standard information about Hotel and facilities, however clearly mentioned by him\ There is anyways nothing to explain since everything is blocked\"" Wow!!! No escort has been sent with us to the room, neither a standard welcome letter in it, at least where we could get an info. We had to go on a Hotel's website to read it. I dont think so that anyone would be pleased by this kind of tratment. next step was, to contact Duty Manager and provide the feedback of what has happened. Marvin - Service Manager was very nice and polite, approached personally with explanation and we understand, that mistakes can happen, as No one is perfect in this World, however no matter how Marvin wanted to convince us, nightmare did not stop.Next morning we came for breakfast to Club Lounge on 57th floor. We have been given a table outdoors with the nice view to harbour - one of the nicest things we had that day. However again were surprised with the Manager's attitude after hearing from us that we were not happy. He just simply said Ok and left. This is may be a real concern not only for ordinary colleagues, but for Management level as well, as what we understand if manager is approachng to check on guests' feedback- needs to make sure that he or she is being listened well and assisted, no matter whether its negative or positive feedback. And it seemed all guests have been treated like pass by passengers on a tram station. Dirty plates kept remaining on the table etc.On another note, we understand, Hotel has its great feature of Infinity pool on 57th floor with amazing view, Casino, Theatre and Shopping Mall, however just to mention, this is not yet a 7th Wonder of the World and there are a lot of Hotels around the world with great facilities and special features. And i feel sorry that we have chosen this Hotel for the last night of our trip, as the service we have got in Mandarin Oriental which is just a road across was Super Excellent and i believe people can barely comment on anything, as this is what you expect for the feeling \"" Home away from Home\""Last but not least, departure was one of the worst experiences, where we have arrived to airport without luggage. Reconfirming with Bell Desk on Level B and getting a luggage tag, colleagues still managed to leave our luggage back in the Hotel. Before entering the shuttle i personally reconfirmed with the colleague who assisted us and got a reply back\"" Dont worry Mam, luggage will be loaded\"" and here we go! Shuttle bus driver was surprised himself that how it could happend being with 6 people on board and 6 pieces of luggage, they have managed to forget. It is a clear sign, that with the amount of arrivals and departues in huge Hotel, this is simple, for incident to happen easily and have a negative impact on guests. We tried to reach Hotel and sort out the problem and finally luggage arrived to airport after 1.5 hrs which means, we were about to miss the flight since we were last people for check in. Noone could give a proper answer for the question- \""What if we would have missed our flight!\"" Definetely not Marina Bay Sands for any future visits.""",150
MBS,3,“Mass luxury tourism”,"Hotel is amazing. But what you are paying for is essentially the roof-top pool area. Which is amazing. Swimming in the infinity pool and looking out (down) over the skyline of Singapore feels a bit like flying. Otherwise, this is mass luxury tourism in its purest form. Service is politely phrased but very impersonal (soooo many guests) and rushed.The basic (\Deluxe\"") rooms are very standard for being 5*. Nice and comfortable but nothing special. Huge balcony which is unfurnished! Very strange. Free shuttle-bus from airport is great.Disappointment: fruit fly in the rolled up salmon on the breakfast buffet got us a very politely phrased apology from the manager (and yes, it can happen in any hotel), but we still had to pay for the breakfast. When such things happen at a 5* hotel, the breakfast should have been free. Recommendation:Stay there to enjoy the pool, otherwise choose a smaller hotel.""",179
MBS,1,"“Rude Staff, Overpriced”","This place is definitely not worth the money. The hotel is full of people taking photos all over the places and it is very crowded. It is more of a tourist spot than a 5 star hotel. Staff are very unkind especially the bouncer guys on the rooftop bar beside the swimming pool. They treat you as if you are their kids or something. The way they talk is way below average and very forceful. In addition, the man checks room keys in front of the swimming pool has the same type of manner as well. Nothing special about the room; the view didn't meet my expectations also. Considering the money I paid for, I am very unsatisfied. I know this is a very famous hotel and I agree that the building itself is quite amazing (only because it is huge). But staying here is really not worth the money. I recommend you to just stop by the hotel and look around without staying here. Summary: MBS? One huge hotel with rude staff. Don't expect to be treated here.",194
